level	seq	type	sourceIndex	text
유치원	57	phrasal	26	A new light moved across the page and showed another part of the lost story. The first account said: Parents hit out at the sudden timetable change. Another message read: Clear off, both of you! A second source added: He sounded off about the new seating plan. One more note said: They are fitting out new offices. The last account in the group read: We fixed up the old desk with fresh paint. The friends put the new messages together and kept reading.
유치원	58	vocab	27	Mina found a new line in the book and made a plan. Farther down, Mina found: “But that seems a distant memory now.” Another clue read: “Do you prefer spring or fall season?” The page continued: “I've come to make my peace with you.” A small note said: “I have a job interview this morning.” The next line said: “Are you still free tomorrow evening?” One final message read: “Do you guys want to share an orange?” Mina read: “He lost his life trying to save her.” A note beside it said: “A little exercise never hurt anyone.” Another line read: “Freshly-picked boiled corn is sweet.” Someone nearby said: “A very strange thing happened today.” The next message said: “Although Tom is sick, he's swimming.” A voice from the page added: “All three of them only spoke French.” Farther down, Mina found: “All Tom wanted was something to eat.” Another clue read: “Four cops showed up at Ziri's house.” Mina read the book and found the road.
유치원	59	phrasal	27	Mina turned the page, and a new part of the school story appeared. The first account said: We knocked about a few ideas for the poster. Another message read: The committee knocked back our first garden proposal. A second source added: We knock off at four on Fridays. One more note said: Several excited voices shouted the guide down. The last account in the group read: The caretaker locked visitors out after six o'clock. Another piece of the lost story was back in place, but the book had more to show.
유치원	60	vocab	28	A door in the picture opened, and Mina walked on the road. A small note said: “Are you finished with that magazine?” The next line said: “He acts as though he were the owner.” One final message read: “The items which you ordered arrived.” Mina read: “At least sixty percent have to vote.” A note beside it said: “A cold wind is blowing from the sea.” Another line read: “The boots are made of hide.” Someone nearby said: “This bookstore stopped selling JUMP.” The next message said: “Welcome back home, Tom.” A voice from the page added: “Give the correct answer immediately.” Farther down, Mina found: “Daniel came home in a terrible mood.” Another clue read: “Are your kids still living with you?” The page continued: “As Tom said, this soup is too salty.” A small note said: “Crustaceans have five pairs of legs.” The next line said: “Almost everything has gotten better.” The team was ready, and Mina took the book.
유치원	61	phrasal	28	Mina and her friends came closer when a hidden page began to shine. The first account said: I decided to string along with the group's suggestion. Another message read: It was his instinct to bite back. A second source added: It is easy to tune out during a long speech. One more note said: The soup boiled over onto the clean stove. The last account in the group read: Dad boiled up a pot of vegetable soup. The page grew quiet again, and Mina knew the next clue was near.
유치원	62	vocab	29	The book made a new picture, and Mina looked at it. Mina read: “Donald sent the video to his sister.” A note beside it said: “A new topic came up in conversation.” Another line read: “Dopamine is a chemical in the brain.” Someone nearby said: “Are you still free in the afternoon?” The next message said: “How do they get the holes in cheese?” A voice from the page added: “He got down on his knees and prayed.” Farther down, Mina found: “Everyone keeps shying away from John.” Another clue read: “All you have to do is try your best.” The page continued: “Excited girls look pretty sometimes.” A small note said: “He picked some pink flowers for her.” The next line said: “I don't want to give you false hope.” One final message read: “A true friend would never forget me.” Mina read: “At most, Henry has only six dollars.” A note beside it said: “A monkey is climbing up a tall tree.” Mina looked at the picture. The blue letter was there, and she made a new plan.
유치원	63	story	6	At night, the page opened. The answer was not a number. It was the history of the school and the group that cared for it.
유치원	64	phrasal	29	The glowing book opened another page while Mina and her friends watched. The first account said: Grandma sewed up the small hole in my bag. Another message read: I could not part with my favorite storybook. A second source added: Extra supply can force apple prices down. One more note said: I think we should send for a doctor. The last account in the group read: We sent Mina off to summer camp with a warm goodbye. Mina wrote down what they learned before the light moved to the next page.
유치원	65	vocab	30	The picture changed, and Mina walked with the team. Someone nearby said: “Are you going to join the glee club?” The next message said: “Lukas went inside to get some tools.” A voice from the page added: “I have a discharge from my left ear.” Farther down, Mina found: “Do you like going to baseball games?” Another clue read: “Could you move just a little closer?” The page continued: “At least, that's how it seems to me.” A small note said: “Could you please provide a citation?” The next line said: “Do student apartments include meals?” One final message read: “Sami lived in a super haunted house.” Mina read: “These trousers are too tight for me.” A note beside it said: “Everybody hates me because I'm ugly.” Another line read: “Are Tom and Mary really that stupid?” Someone nearby said: “Capitalism makes everyone a hustler.” The next message said: “He is older than you by eight years.” The picture ended, but a red line was on the book. Mina went on.
유치원	66	phrasal	30	A new light moved across the page and showed another part of the lost story. The first account said: The school sent two guides out to welcome families. Another message read: We all fell about laughing at the silly puppet. A second source added: These books fall into three broad groups. One more note said: Mina and Leo fell out over the team name. The last account in the group read: The final decision will fall to the committee. The friends put the new messages together and kept reading.
유치원	67	vocab	31	Mina found a new line in the book and made a plan. Farther down, Mina found: “Tom sat at his desk grading papers.” Another clue read: “Don't say scary things with a smile.” The page continued: “I can't recognize you on this photo.” A small note said: “Even a straw shoe belongs to a pair.” The next line said: “He's been deaf and mute since birth.” One final message read: “Ask Tom if he can understand French.” Mina read: “Discipline at the school was strict.” A note beside it said: “David is so handsome, but so stupid.” Another line read: “My memory is blank on the subject.” Someone nearby said: “And don't come back here ever again!” The next message said: “Can I make a phone call for ten yen?” A voice from the page added: “Are you feeling good about yourself?” Farther down, Mina found: “I need to get to the bottom of this.” Another clue read: “Mary could feel the sun on her neck.” Mina read the book and found the road.
유치원	68	phrasal	31	Mina turned the page, and a new part of the school story appeared. The first account said: Please report back to the office after lunch. Another message read: The bus pulled away from the stop at noon. A second source added: Mina pulled back from a plan that seemed too costly. One more note said: Our taxi pulled in near the front gate. The last account in the group read: Our bus pulled into a quiet roadside stop. Another piece of the lost story was back in place, but the book had more to show.
유치원	69	vocab	32	A door in the picture opened, and Mina walked on the road. A small note said: “Donald played football with Jessica.” The next line said: “Dan may have had a fight with Linda.” One final message read: “The farmer plowed his field all day.” Mina read: “I can't believe your mom let you go.” A note beside it said: “A fault confessed is half redressed.” Another line read: “I prefer silver rings to gold ones.” Someone nearby said: “Merry Christmas and a Happy New Year!” The next message said: “I didn't think Tom would be so rude.” A voice from the page added: “I think something isn't right here.” Farther down, Mina found: “He came back last night around nine.” Another clue read: “Can you cover for me until I'm back?” The page continued: “Did you fall for her at first sight?” A small note said: “But with code -- complete numbskull.” The next line said: “Don't wipe your nose on your sleeve.” The team was ready, and Mina took the book.
유치원	70	phrasal	32	Mina and her friends came closer when a hidden page began to shine. The first account said: The garden returned to normal after the rain. Another message read: The travelers landed in Busan by ferry. A second source added: Please put away the books lying around your room. One more note said: Lie back and relax for thirty minutes. The last account in the group read: My old tablet acted up during the lesson. The page grew quiet again, and Mina knew the next clue was near.
유치원	71	vocab	33	The book made a new picture, and Mina looked at it. Mina read: “Another band of snow is approaching.” A note beside it said: “Basketball isn't really Tom's thing.” Another line read: “Dad goes fishing whenever he's free.” Someone nearby said: “I am well-informed about this topic.” The next message said: “Can I make a telephone call, please?” A voice from the page added: “By the way, how many kids are going?” Farther down, Mina found: “Estonia has its own national anthem.” Another clue read: “Girls use makeup in their low teens.” The page continued: “A friend is always available to you.” A small note said: “Around twenty people have been hurt.” The next line said: “Both Tom and I are thirty years old.” One final message read: “He derived much pleasure from books.” Mina read: “A girl was sitting behind the wheel.” A note beside it said: “Are you going to eat this ice cream?” Mina looked at the picture. The blue letter was there, and she made a new plan.
유치원	72	phrasal	33	The glowing book opened another page while Mina and her friends watched. The first account said: I fear greatly for their safety. Another message read: Mina struck at the ball with her tennis racket. A second source added: The announcer called out, ‘Strike up the band!’ One more note said: Mina rolled up her sleeves before washing the brushes. The last account in the group read: We fit the extra chair into the narrow space. Mina wrote down what they learned before the light moved to the next page.
유치원	73	vocab	34	The picture changed, and Mina walked with the team. Someone nearby said: “It is a proper mountain, not a hill.” The next message said: “Every week, I have to cut the grass.” A voice from the page added: “Excuse me, sir, what time is it now?” Farther down, Mina found: “He's just a husk of his former self.” Another clue read: “Giving Tom the bike was a good idea.” The page continued: “Be careful not to drive people away.” A small note said: “Fifteen plus fifty-one is sixty-six.” The next line said: “Fifty years and not one bit quieter.” One final message read: “David put something in Amanda's tea.” Mina read: “Dan heard the cops yelling at Linda.” A note beside it said: “Her latest album is a tour de force.” Another line read: “Alas, what ill luck has befallen me!” Someone nearby said: “The national flag of Vietnam is red.” The next message said: “Ali's grandfather was a corn trader.” The picture ended, but a red line was on the book. Mina went on.
유치원	74	phrasal	34	A new light moved across the page and showed another part of the lost story. The first account said: The band crossed over into a wider pop audience. Another message read: A helper waved the families through the entrance. A second source added: It’s a strange taste – it reminds me of melons. One more note said: Mina shut herself away in the study for a quiet hour. The last account in the group read: He closed the door to shut out the noise. The friends put the new messages together and kept reading.
유치원	75	story	7	Mina wrote the story in the book. The light came back, and the pages had words again.
유치원	76	vocab	35	Mina found a new line in the book and made a plan. Farther down, Mina found: “I hope that I receive mail from him.” Another clue read: “The economy is going down the tubes.” The page continued: “I like to watch Korean dramas on TV.” A small note said: “Chocolate ice cream is my favourite.” The next line said: “Did you know your socks don't match?” One final message read: “Do you often drive your car to work?” Mina read: “He has no less than twelve children.” A note beside it said: “Donald played music for forty years.” Another line read: “I go grocery shopping every morning.” Someone nearby said: “Add the chives and season the salad.” The next message said: “Can you reach the box on that shelf?” A voice from the page added: “Could I have some more soup, please?” Farther down, Mina found: “Daddy, let's have a staring contest.” Another clue read: “Besides tennis, what else do you do?” Mina read the book and found the road.
유치원	77	phrasal	35	Mina turned the page, and a new part of the school story appeared. The first account said: This notebook might belong to her. Another message read: He emptied his clothes out of the drawers. A second source added: The shop marked all winter hats down today. One more note said: Lanes branch off the main road, leading to the coast. The last account in the group read: She fixed her gaze on Jeff. Another piece of the lost story was back in place, but the book had more to show.
유치원	78	vocab	36	A door in the picture opened, and Mina walked on the road. A small note said: “The badly damaged jet is going down.” The next line said: “He's just getting out of the shower.” One final message read: “As a kid I was possessed by a ghost.” Mina read: “But he plays soccer with his friend.” A note beside it said: “He bought a rose and gave it to her.” Another line read: “A terrible, almost illegible scrawl.” Someone nearby said: “I would like a sugar bowl like hers!” The next message said: “4219 is an extremely unlucky number.” A voice from the page added: “Jeans can cause infertility for men.” Farther down, Mina found: “A gust of wind blew Mary's skirt up.” Another clue read: “Egyptian cotton towels are terrific.” The page continued: “He took part in the summer festival.” A small note said: “He is very bad at inventing excuses.” The next line said: “Erdogan is the President of Turkey.” The team was ready, and Mina took the book.
유치원	79	phrasal	36	Mina and her friends came closer when a hidden page began to shine. The first account said: She began pouring out her fears about the future. Another message read: We can tear the model apart for recycling. A second source added: Mina tore up the scrap paper for the collage. One more note said: He tipped his drink over. The last account in the group read: Let’s divide up into groups now. The page grew quiet again, and Mina knew the next clue was near.
유치원	80	vocab	37	The book made a new picture, and Mina looked at it. Mina read: “Lukas danced with the pleasure doll.” A note beside it said: “A thousand dollars is a large sum.” Another line read: “A hot bath made me feel much better.” Someone nearby said: “Don't worry about leaving me behind.” The next message said: “Bad talk can only come from garbage.” A voice from the page added: “He's going to come later, isn't he?” Farther down, Mina found: “She left home when she was eighteen.” Another clue read: “They finished eighty miles' journey.” The page continued: “Excuse me, is there a toilet nearby?” A small note said: “I've been as busy as a bee all week.” The next line said: “If you pay peanuts, you get monkeys.” One final message read: “The king once lived in that palace.” Mina read: “Do you have anything for a headache?” A note beside it said: “The grapes ripened well that summer.” Mina looked at the picture. The blue letter was there, and she made a new plan.
유치원	81	phrasal	37	The glowing book opened another page while Mina and her friends watched. The first account said: The team knocked the poster ideas around after lunch. Another message read: Mina shouted out the answer when she remembered it. A second source added: Mina locked her passport away in a small safe. One more note said: Mina dusted off her coat after sitting on the bench. The last account in the group read: Our teacher weighed in with a helpful suggestion. Mina wrote down what they learned before the light moved to the next page.
유치원	82	vocab	38	The picture changed, and Mina walked with the team. Someone nearby said: “He's sitting on the sofa by himself.” The next message said: “Please fill the bucket up with sand.” A voice from the page added: “Do you really want me to spy on Tom?” Farther down, Mina found: “A butterfly is a mature caterpillar.” Another clue read: “Mary rubbed her hands on her apron.” The page continued: “All the good ones are already taken.” A small note said: “He became Muslim fourteen years ago.” The next line said: “I was born in nineteen thirty-three.” One final message read: “Do you know how to use a dictionary?” Mina read: “He wrote this fairy tale by himself.” A note beside it said: “All the guests were holding glasses.” Another line read: “I spent the weekend with my grandma.” Someone nearby said: “Everybody I meet I say hello to him.” The next message said: “Her handicraft is more than a hobby.” The picture ended, but a red line was on the book. Mina went on.
유치원	83	phrasal	38	A new light moved across the page and showed another part of the lost story. The first account said: Mina disagrees with copying someone else's homework. Another message read: We hung about near the library after class. A second source added: Let’s toss up to decide who drives. One more note said: The plumber came and connected up the dishwasher. The last account in the group read: They lay on free snacks for every club meeting. The friends put the new messages together and kept reading.
유치원	84	vocab	39	Mina found a new line in the book and made a plan. Farther down, Mina found: “Don't be in such a hurry to do that.” Another clue read: “Her name is associated with a lily.” The page continued: “It will become much warmer in March.” A small note said: “An SMS message arrived on my mobile.” The next line said: “He voluntarily helped his mum clean.” One final message read: “An amusement park, or maybe a movie?” Mina read: “He is likely to live to be ninety.” A note beside it said: “I'll be sixteen on my next birthday.” Another line read: “I got so scared that I wet my pants.” Someone nearby said: “I'll retire as soon as I turn sixty.” The next message said: “Pardon, I am late to the meeting.” A voice from the page added: “It must be some sort of a bad joke.” Farther down, Mina found: “Slay the prince and come back to us!” Another clue read: “I was probably thirteen at the time.” Mina read the book and found the road.
유치원	85	phrasal	39	Mina turned the page, and a new part of the school story appeared. The first account said: She took a seat and settled down to wait. Another message read: I messed up one answer on the worksheet. A second source added: We hung out in the park on Saturday. One more note said: I've been laid up with flu for the last week. The last account in the group read: Boston messes with my head. Another piece of the lost story was back in place, but the book had more to show.
유치원	86	vocab	40	A door in the picture opened, and Mina walked on the road. A small note said: “I've always wanted to be a princess.” The next line said: “A few months later, I saw Tom again.” One final message read: “I met Mihaela at the subway station.” Mina read: “She fainted at the sight of a tiger.” A note beside it said: “I don't know which trousers to pick.” Another line read: “I would as soon walk as take a taxi.” Someone nearby said: “How do you say "good bye" in German?” The next message said: “During class I often looked outside.” A voice from the page added: “Could that really happen so quickly?” Farther down, Mina found: “English is spoken almost everywhere.” Another clue read: “A world without you would be dismal.” The page continued: “Badis even penned a novel in Arabic.” A small note said: “Bitcoin is divisible by 100 million.” The next line said: “Are you still be obliged to do that?” The team was ready, and Mina took the book.
유치원	87	phrasal	40	Mina and her friends came closer when a hidden page began to shine. The first account said: "Stick at it!" Another message read: Tom switched on the lights. A second source added: Everyone rose up to greet the guest. One more note said: The club laid down simple rules for every member. The last account in the group read: Hang on a moment while I find the map. The page grew quiet again, and Mina knew the next clue was near.
유치원	88	story	8	In the morning, Mina brought the book to school. The children read it with the team, and the lost story had a new end.
유치원	89	vocab	41	The book made a new picture, and Mina looked at it. Mina read: “Do you want to try doing that again?” A note beside it said: “A fact is, essentially, irrefutable.” Another line read: “A car in the parking lot is on fire.” Someone nearby said: “English is taught in most countries.” The next message said: “Even though he was tired, he worked.” A voice from the page added: “I can never pick him out among them.” Farther down, Mina found: “As a businessman he is far above me.” Another clue read: “All this happens within miliseconds.” The page continued: “A helicopter buzzed around overhead.” A small note said: “Could Tom have done that by himself?” Mina looked at the picture. The blue letter was there, and she made a new plan.
유치원	90	phrasal	41	The glowing book opened another page while Mina and her friends watched. The first account said: Now he must stick to it. Another message read: The story hangs together from beginning to end. A second source added: The new glue measured up in our craft test. One more note said: The sun can beat down brightly at noon. The last account in the group read: Our group stuck together during the long project. Mina wrote down what they learned before the light moved to the next page.
유치원	91	phrasal	42	A new light moved across the page and showed another part of the lost story. The first account said: We stuck with our first color choice. Another message read: Dad caved in and let us choose the music. A second source added: It is hard to pin that unusual color down. One more note said: The screen filtered the sand out of the water. The last account in the group read: The twins crashed out soon after the evening story. The friends put the new messages together and kept reading.
유치원	92	phrasal	43	Mina turned the page, and a new part of the school story appeared. The first account said: I’ll try to nail Jim down about the date. Another message read: Please pin this bright poster up on the wall. A second source added: Tick off each task after you finish it. One more note said: The small shop kept ticking over during the quiet month. The last account in the group read: The blender reduced the oats to a fine powder. Another piece of the lost story was back in place, but the book had more to show.
유치원	93	phrasal	44	Mina and her friends came closer when a hidden page began to shine. The first account said: Mina laid the book aside when dinner was ready. Another message read: Let’s not hang around or we’ll be late! A second source added: Mina beat out twenty applicants for the school role. One more note said: This chapter relates to life in the ocean. The last account in the group read: Are you being attended to? The page grew quiet again, and Mina knew the next clue was near.
유치원	94	phrasal	45	The glowing book opened another page while Mina and her friends watched. The first account said: They pressed ahead regardless of objections. Another message read: Maggie stuck up her hand to answer the question. A second source added: We settled into our tent. One more note said: He lifted up the heavy bags. The last account in the group read: The fabric can stretch to twice its width. Mina wrote down what they learned before the light moved to the next page.
유치원	95	phrasal	46	A new light moved across the page and showed another part of the lost story. The first account said: Each cake has a bright red ribbon wrapped round it. Another message read: Friends will be dragged into the argument. A second source added: This has dragged on for months. One more note said: A login error booted Mina out of the class website. The last account in the group read: I just switch over right away. The friends put the new messages together and kept reading.
유치원	96	phrasal	47	Mina turned the page, and a new part of the school story appeared. The first account said: "I'm afraid we've already polished off the soup." Another message read: Please wipe the empty drawer out before using it. A second source added: Mina's love of reading soon rubbed off on Leo. One more note said: We all pitched in to clean the classroom. The last account in the group read: She shrugged off the small spelling mistake. Another piece of the lost story was back in place, but the book had more to show.
유치원	97	phrasal	48	Mina and her friends came closer when a hidden page began to shine. The first account said: He hooked the microphone up to a tape recorder. Another message read: We weeded out the duplicate cards from the set. A second source added: We curled up together for warmth. One more note said: I’d snap up his offer if I were you. The last account in the group read: Do not spin the meeting out with repeated questions. The page grew quiet again, and Mina knew the next clue was near.
유치원	98	phrasal	49	The glowing book opened another page while Mina and her friends watched. The first account said: Mina rubbed the butter in until the flour looked crumbly. Another message read: I rubbed my spelling mistake out and tried again. A second source added: Everyone will crack up at the silly drawing. One more note said: The books had been stacked up in neat piles. The last account in the group read: Dad pegged the clean shirts out on the line. Mina wrote down what they learned before the light moved to the next page.
유치원	99	phrasal	50	A new light moved across the page and showed another part of the lost story. The first account said: Local farmers profit from the weekend market. Another message read: Use a hammer to chip away the edge. A second source added: Leo swung his racket at the foam ball. One more note said: An exciting story can sweep Mina away for an hour. The last account in the group read: I’m going to sweep up. The friends put the new messages together and kept reading.
초등학교	1	story	1	During a summer morning, Mina found a secret letter at the city garden. The letter said that the garden would close unless someone could solve a mystery by night.
초등학교	2	vocab	1	A family at the garden had seen the team. Mina read: “A Muslim man can pray with his wife.” A note beside it said: “Did you hear my son play the violin?” Another line read: “Did you know Tom was Mary's husband?” Someone nearby said: “David wanted to sing with Lady Gaga.” The next message said: “David's company was doing just fine.” A voice from the page added: “He did that to create a distraction.” Farther down, Mina found: “Breakfast is served between 7 and 9.” Another clue read: “Do you think we should raise prices?” The page continued: “A single chance is a galaxy of hope.” A small note said: “She is senior to me by three years.” The next line said: “Do you have professional experience?” One final message read: “Apparently the present Taral is new.” Mina read: “Can't somebody else go to Australia?” A note beside it said: “Are you sure that nobody can see us?” Mina looked at the picture. The blue letter was there, and she made a new plan.
초등학교	3	phrasal	1	The next clue led Mina and her team to another part of the city. The first account said: She spun round to face him. Another message read: The sky has brightened up. A second source added: We bailed out the canoe with a plastic cup. One more note said: At work, there is no need to gloss over problems. The last account in the group read: A sunny walk helped us buck up. Mina compared the messages, added the useful details to her notebook, and followed the next clue.
초등학교	4	vocab	2	Mina asked the family at the door for help. Someone nearby said: “Can you figure out what Tom's doing?” The next message said: “I heard that from a reliable source.” A voice from the page added: “The agent built up the young singer.” Farther down, Mina found: “I'm going to attend to the customer.” Another clue read: “He quickly disappeared in the crowd.” The page continued: “Does this machine accept euro coins?” A small note said: “Tom said that the claim wasn't true.” The next line said: “Are you ready to admit you're wrong?” One final message read: “The original was stolen last year.” Mina read: “Why do academics have a double life?” A note beside it said: “I have a son in junior high school.” Another line read: “Farm cats generally don't live long.” Someone nearby said: “Hey guys, I think I found something.” The next message said: “How did the traffic accident happen?” The picture ended, but a red line was on the clue. Mina went on.
초등학교	5	phrasal	2	As they followed the four letters, the team found messages connected to the garden. The first account said: Tucked away in a corner perhaps, but still there. Another message read: Tuck in your shirt before the concert begins. A second source added: At the kettle, I brew up. One more note said: Our team chalked up its fifth perfect score. The last account in the group read: The park clamped down on visitors leaving litter. Together the details narrowed the search, so the team continued toward the garden.
초등학교	6	vocab	3	A family at the garden had seen the team. Farther down, Mina found: “He has a god-given talent for music.” Another clue read: “I introduced myself to the stranger.” The page continued: “All is not milk and honey in Canada.” A small note said: “His success took a load off my mind.” The next line said: “Sami became a volunteer fire fighter.” One final message read: “Does the Bible refer to the trinity?” Mina read: “Exactly what does your work involve?” A note beside it said: “I assume Argentina will beat Turkey.” Another line read: “Do Tom and Mary still look confused?” Someone nearby said: “Are you responsible for all of this?” The next message said: “This is a middle eastern country.” A voice from the page added: “Take things less personally at work.” Farther down, Mina found: “He was soaking wet from head to toe.” Another clue read: “Are you trying to make a fool of me?” Mina read the clue and found the road.
초등학교	7	phrasal	3	The trail turned again, and several records gave Mina a new view of the mystery. The first account said: New York is completely relaxed in terms of dining out. Another message read: Mina dredged an old song up from memory. A second source added: Our printer keeled over before the last page. One more note said: It’s time you knuckled down to some work. The last account in the group read: The pressure to knuckle under was immense. The team now understood a little more about what the city had forgotten.
초등학교	8	vocab	4	Mina asked the family at the door for help. A small note said: “An ice hockey puck is not spherical.” The next line said: “How many grandchildren does he have?” One final message read: “Amanda is James's only granddaughter.” Mina read: “I didn't know Tom was your grandson.” A note beside it said: “Mary took a sip from her coffee mug.” Another line read: “Tom's got a hire car with satnav.” Someone nearby said: “He doesn't acknowledge my existence.” The next message said: “Algiers generates a lot of garbage.” A voice from the page added: “He is superior to me in mathematics.” Farther down, Mina found: “Do you have pen pals from Indonesia?” Another clue read: “Rajinikanth is a superstar in India.” The page continued: “Do you know what Tom's surname is?” A small note said: “I'm still trying to sort it all out.” The next line said: “Tom has a strong network of friends.” The team was ready, and Mina took the clue.
초등학교	9	phrasal	4	Before they moved on, Mina compared several accounts left along the route. The first account said: The funny note perked Mina up after a tiring morning. Another message read: Nora reeled off the names of all eight planets. A second source added: The town hall has been spruced up for the occasion. One more note said: Give over making that noise! The last account in the group read: At the age of 85 Milly still gets around quite well. Mina kept the evidence with the letters and led the team to the next stop.
초등학교	10	vocab	5	A family at the garden had seen the team. Mina read: “He is my namesake, but no relation.” A note beside it said: “James noticed Amanda's high spirits.” Another line read: “Don't talk about it in his presence.” Someone nearby said: “Can you sing any American folk songs?” The next message said: “Critics thought little of the play.” A voice from the page added: “I'm not going to grant that request.” Farther down, Mina found: “Lukas kept rejecting Amelia's calls.” Another clue read: “Refrigerators help to preserve food.” The page continued: “Leave a large gap between the lines.” A small note said: “I remember one fellow in particular.” The next line said: “Ondoy and his companion go downtown.” One final message read: “Leopold II of Belgium was a monster.” Mina read: “Have you calibrated your monitor?” A note beside it said: “I know that Tom is a buddy of yours.” Mina looked at the picture. The blue letter was there, and she made a new plan.
초등학교	11	phrasal	5	The next clue led Mina and her team to another part of the city. The first account said: I cut this article out of a magazine for you. Another message read: The rain had cooled everything down. A second source added: She concentrated her attention on getting Richard to open up about himself. One more note said: We cut across the field to save time. The last account in the group read: I spent over two hours filling in the application form. Mina compared the messages, added the useful details to her notebook, and followed the next clue.
초등학교	12	vocab	6	Mina asked the family at the door for help. Someone nearby said: “Pluto's orbit is highly elliptical.” The next message said: “And now a word from our sponsor.” A voice from the page added: “His biography is quite true to life.” Farther down, Mina found: “All he could do was resist laughing.” The picture ended, but a red line was on the clue. Mina went on.
초등학교	13	phrasal	6	As they followed the four letters, the team found messages connected to the garden. The first account said: Mum, can Billy sleep over on Saturday? Another message read: This train calls at Hagley and all stations to Birmingham. A second source added: The spending cuts have set the research project back several years. One more note said: He’d been looking over the leaflets he’d picked up earlier. The last account in the group read: I don’t see why I should put myself out for him. Together the details narrowed the search, so the team continued toward the garden.
초등학교	14	vocab	7	The red line ended at a house, and Mina went in. Farther down, Mina found: “He can sense the ghosts of the past.” Another clue read: “According to the report, he's alive.” The page continued: “If you do, I'll defend you in court.” A small note said: “It's on the west side of the island.” The next line said: “Graham Greene is my favorite author.” One final message read: “A hand appeared from under the tent.” Mina read: “An anarchist sent me an old netbook.” A note beside it said: “Can you please just shut up already?” Another line read: “Dan took a job at a local newspaper.” Someone nearby said: “My pastime is painting wild flowers.” The next message said: “Is this the direct way to the Prado?” A voice from the page added: “They thus admit their own ignorance.” Farther down, Mina found: “A lot has changed since I was a kid.” Another clue read: “Ask Tom whether he's at home or not.” Mina read the clue and found the road.
초등학교	15	phrasal	7	The trail turned again, and several records gave Mina a new view of the mystery. The first account said: I’m not sure how much of his explanation she took in. Another message read: We’d like to see the baby’s weight going steadily up. A second source added: Your name was put forward as a possible team leader. One more note said: This is an opportunity to bring in new talent. The last account in the group read: This is the moment to look to the future and take that step. The team now understood a little more about what the city had forgotten.
초등학교	16	vocab	8	In a quiet room, the clue made a new picture. A small note said: “Japan is on the 135th meridian East.” The next line said: “He is expert with a word processor.” One final message read: “I had no idea which direction to go.” Mina read: “His clothes are always out of style.” A note beside it said: “We discussed a wide range of issues.” Another line read: “From danger free Long live shall he.” Someone nearby said: “I find it quite hard to concentrate.” The next message said: “We want to wander through the world.” A voice from the page added: “Can I ask you a scientific question?” Farther down, Mina found: “This is a remake of a classic movie.” Another clue read: “How confident would you say you are?” The page continued: “God will surely punish you for that.” A small note said: “By what method did you learn Lojban?” The next line said: “Astana is the capital of Kazakhstan.” The team was ready, and Mina took the clue.
초등학교	17	phrasal	8	Before they moved on, Mina compared several accounts left along the route. The first account said: The policeman asked people to back off. Another message read: William's car was completely blocked in. A second source added: Tom checked into the hotel. One more note said: Ziri turned around and walked off. The last account in the group read: Why don’t you two forget your differences and make up? Mina kept the evidence with the letters and led the team to the next stop.
초등학교	18	vocab	9	The red line ended at a house, and Mina went in. Mina read: “Tom prefers feature films to series.” A note beside it said: “Tom's eyes were glued to the screen.” Another line read: “He received a text message from her.” Someone nearby said: “Ending an affair can be very tricky.” The next message said: “Tom will probably be named chairman.” A voice from the page added: “Do you know where I can rent a boat?” Farther down, Mina found: “Don't disturb him while he's asleep.” Another clue read: “Are you still determined to do that?” The page continued: “Do you feel uncomfortable with that?” A small note said: “I can't think of a suitable example.” The next line said: “Where is the indoor swimming pool?” One final message read: “Don't take the Quran out of context.” Mina read: “The committee accepted the proposal.” A note beside it said: “Can we make Mars a habitable planet?” Mina looked at the picture. The blue letter was there, and she made a new plan.
초등학교	19	phrasal	9	The next clue led Mina and her team to another part of the city. The first account said: The problem is no one wants to go about it directly. Another message read: And what better reason to go along and look? A second source added: I put him in his place and he went away. One more note said: Somewhere to get away from the darkness. The last account in the group read: A few hooligans couldn’t take away from the team’s success. Mina compared the messages, added the useful details to her notebook, and followed the next clue.
초등학교	20	vocab	10	In a quiet room, the clue made a new picture. Someone nearby said: “Can you play any musical instrument?” The next message said: “Have you finished reading the novel?” A voice from the page added: “After the storm, the ocean was calm.” Farther down, Mina found: “I tripped over a tree root and fell.” Another clue read: “He can beguile you with his manners.” The page continued: “He is suffering from loss of memory.” A small note said: “I'm releasing Tom into your custody.” The next line said: “Are you going to stick to your plan?” One final message read: “Her violet pupils are unforgettable.” Mina read: “A vast forest covers the mountains.” A note beside it said: “No one knew about his literary talent.” Another line read: “Grammatical gender is not universal.” Someone nearby said: “After dinner, Tom thanked the host.” The next message said: “I have no doubt as to his sincerity.” The picture ended, but a red line was on the clue. Mina went on.
초등학교	21	phrasal	10	As they followed the four letters, the team found messages connected to the garden. The first account said: How dare he put the phone down on me! Another message read: We put up at a cheap hotel. A second source added: Luck which could continue indefinitely, or run out at any time. One more note said: We’ll hold on another minute, then we’ll have to go. The last account in the group read: Lorraine was ready to stand in if Helen got sick. Together the details narrowed the search, so the team continued toward the garden.
초등학교	22	story	2	Four clues were hidden across the city. Mina called her team, opened the letter, and began the journey.
